barangay_id,university_id,barangay_name,university_name,distance_km,commute_time_mins
22,11,Nama,Pangasinan State University - Bayambang,52.7,62.6
22,12,Nama,Saint Louis University - Baguio,64.07,87.4
22,13,Nama,University of the Philippines - Baguio,44.76,55.3
22,14,Nama,University of Pangasinan - PHINMA,28.05,44.0
22,15,Nama,University of the Philippines - Diliman,202.61,167.9
22,16,Nama,University of the Philippines - Manila,204.24,171.5
22,17,Nama,Univeristy of the Philippines - Open University,202.04,166.4
22,18,Nama,Polytechnic University of the Philippines - Manila,203.13,167.8
22,19,Nama,Lyceum-Northwestern University,29.98,48.2
22,20,Nama,Pangasinan Polytechnic College,45.27,70.5
23,1,Nantangalan,University of Eastern Pangasinan,14.21,19.1
23,2,Nantangalan,Urdaneta City University,22.6,25.6
23,3,Nantangalan,Pangasinan State University - Urdaneta City,20.24,23.0
23,4,Nantangalan,Pangasinan State University - Asingan,28.58,32.9
23,5,Nantangalan,DMMMSU – South La Union Campus (SLUC),41.36,53.5
23,6,Nantangalan,DMMMSU – Mid La Union Campus (MLUC),73.14,97.6
23,7,Nantangalan,Benguet State University - La Trinidad,74.89,107.1
23,8,Nantangalan,Central Luzon State University,91.11,89.6
23,9,Nantangalan,Tarlac State University - Tarlac,80.79,73.8
23,10,Nantangalan,Pangasinan State University - Lingayen,35.54,56.6
23,11,Nantangalan,Pangasinan State University - Bayambang,42.67,58.7
23,12,Nantangalan,Saint Louis University - Baguio,70.59,98.8
23,13,Nantangalan,University of the Philippines - Baguio,51.28,66.7
23,14,Nantangalan,University of Pangasinan - PHINMA,18.58,30.4
23,15,Nantangalan,University of the Philippines - Diliman,201.38,171.9
23,16,Nantangalan,University of the Philippines - Manila,203.0,175.6
23,17,Nantangalan,Univeristy of the Philippines - Open University,200.81,170.5
23,18,Nantangalan,Polytechnic University of the Philippines - Manila,201.9,171.9
23,19,Nantangalan,Lyceum-Northwestern University,20.51,34.6
23,20,Nantangalan,Pangasinan Polytechnic College,35.8,56.8
24,1,Palacpalac,University of Eastern Pangasinan,11.18,12.5
24,2,Palacpalac,Urdaneta City University,22.22,20.3
24,3,Palacpalac,Pangasinan State University - Urdaneta City,19.86,17.7
24,4,Palacpalac,Pangasinan State University - Asingan,28.21,27.6
24,5,Palacpalac,DMMMSU – South La Union Campus (SLUC),33.42,39.6
24,6,Palacpalac,DMMMSU – Mid La Union Campus (MLUC),65.2,83.7
24,7,Palacpalac,Benguet State University - La Trinidad,66.95,93.2
24,8,Palacpalac,Central Luzon State University,90.92,83.0
24,9,Palacpalac,Tarlac State University - Tarlac,80.61,67.2
24,10,Palacpalac,Pangasinan State University - Lingayen,43.59,67.7
24,11,Palacpalac,Pangasinan State University - Bayambang,51.28,60.1
24,12,Palacpalac,Saint Louis University - Baguio,62.65,84.9
24,13,Palacpalac,University of the Philippines - Baguio,43.35,52.8
24,14,Palacpalac,University of Pangasinan - PHINMA,26.64,41.5
24,15,Palacpalac,University of the Philippines - Diliman,201.2,165.4
24,16,Palacpalac,University of the Philippines - Manila,202.82,169.0
24,17,Palacpalac,Univeristy of the Philippines - Open University,200.62,163.9
24,18,Palacpalac,Polytechnic University of the Philippines - Manila,201.72,165.3
24,19,Palacpalac,Lyceum-Northwestern University,28.56,45.7
24,20,Palacpalac,Pangasinan Polytechnic College,43.85,68.0
25,1,Palguyod,University of Eastern Pangasinan,12.95,15.0
25,2,Palguyod,Urdaneta City University,23.22,22.2
25,3,Palguyod,Pangasinan State University - Urdaneta City,20.86,19.6
25,4,Palguyod,Pangasinan State University - Asingan,29.21,29.5
25,5,Palguyod,DMMMSU – South La Union Campus (SLUC),34.42,41.5
25,6,Palguyod,DMMMSU – Mid La Union Campus (MLUC),66.2,85.7
25,7,Palguyod,Benguet State University - La Trinidad,67.95,95.1
25,8,Palguyod,Central Luzon State University,91.92,84.9
25,9,Palguyod,Tarlac State University - Tarlac,81.61,69.2
25,10,Palguyod,Pangasinan State University - Lingayen,41.83,65.3
25,11,Palguyod,Pangasinan State University - Bayambang,52.28,62.0
25,12,Palguyod,Saint Louis University - Baguio,63.65,86.9
25,13,Palguyod,University of the Philippines - Baguio,44.35,54.7
25,14,Palguyod,University of Pangasinan - PHINMA,24.87,39.1
25,15,Palguyod,University of the Philippines - Diliman,202.2,167.3
25,16,Palguyod,University of the Philippines - Manila,203.82,170.9
25,17,Palguyod,Univeristy of the Philippines - Open University,201.63,165.8
25,18,Palguyod,Polytechnic University of the Philippines - Manila,202.72,167.2
25,19,Palguyod,Lyceum-Northwestern University,26.8,43.3
25,20,Palguyod,Pangasinan Polytechnic College,42.09,65.5
26,1,Poblacion I,University of Eastern Pangasinan,9.83,11.4
26,2,Poblacion I,Urdaneta City University,19.2,19.2
26,3,Poblacion I,Pangasinan State University - Urdaneta City,16.84,16.6
26,4,Poblacion I,Pangasinan State University - Asingan,25.19,26.5
26,5,Poblacion I,DMMMSU – South La Union Campus (SLUC),35.63,42.7
26,6,Poblacion I,DMMMSU – Mid La Union Campus (MLUC),67.41,86.9
26,7,Poblacion I,Benguet State University - La Trinidad,69.16,96.3
26,8,Poblacion I,Central Luzon State University,89.38,84.8
26,9,Poblacion I,Tarlac State University - Tarlac,79.07,69.0
26,10,Poblacion I,Pangasinan State University - Lingayen,41.59,67.8
26,11,Poblacion I,Pangasinan State University - Bayambang,48.26,59.0
26,12,Poblacion I,Saint Louis University - Baguio,64.86,88.1
26,13,Poblacion I,University of the Philippines - Baguio,45.56,55.9
26,14,Poblacion I,University of Pangasinan - PHINMA,24.63,41.6
26,15,Poblacion I,University of the Philippines - Diliman,199.66,167.1
26,16,Poblacion I,University of the Philippines - Manila,201.28,170.7
26,17,Poblacion I,Univeristy of the Philippines - Open University,199.09,165.7
26,18,Poblacion I,Polytechnic University of the Philippines - Manila,200.18,167.0
26,19,Poblacion I,Lyceum-Northwestern University,26.56,45.8
26,20,Poblacion I,Pangasinan Polytechnic College,41.85,68.0
27,1,Poblacion II,University of Eastern Pangasinan,9.79,11.7
27,2,Poblacion II,Urdaneta City University,19.16,19.5
27,3,Poblacion II,Pangasinan State University - Urdaneta City,16.8,16.9
27,4,Poblacion II,Pangasinan State University - Asingan,25.15,26.8
27,5,Poblacion II,DMMMSU – South La Union Campus (SLUC),35.95,43.3
27,6,Poblacion II,DMMMSU – Mid La Union Campus (MLUC),67.74,87.5
27,7,Poblacion II,Benguet State University - La Trinidad,69.48,96.9
27,8,Poblacion II,Central Luzon State University,89.35,85.1
27,9,Poblacion II,Tarlac State University - Tarlac,79.04,69.3
27,10,Poblacion II,Pangasinan State University - Lingayen,41.2,67.2
27,11,Poblacion II,Pangasinan State University - Bayambang,48.22,59.3
27,12,Poblacion II,Saint Louis University - Baguio,65.18,88.7
27,13,Poblacion II,University of the Philippines - Baguio,45.88,56.5
27,14,Poblacion II,University of Pangasinan - PHINMA,24.25,41.0
27,15,Poblacion II,University of the Philippines - Diliman,199.62,167.4
27,16,Poblacion II,University of the Philippines - Manila,201.25,171.0
27,17,Poblacion II,Univeristy of the Philippines - Open University,199.05,166.0
27,18,Poblacion II,Polytechnic University of the Philippines - Manila,200.14,167.3
27,19,Poblacion II,Lyceum-Northwestern University,26.17,45.2
27,20,Poblacion II,Pangasinan Polytechnic College,41.46,67.4
28,1,Poblacion III,University of Eastern Pangasinan,9.56,10.8
28,2,Poblacion III,Urdaneta City University,18.93,18.6
28,3,Poblacion III,Pangasinan State University - Urdaneta City,16.57,16.0
28,4,Poblacion III,Pangasinan State University - Asingan,24.91,25.9
28,5,Poblacion III,DMMMSU – South La Union Campus (SLUC),35.67,42.4
28,6,Poblacion III,DMMMSU – Mid La Union Campus (MLUC),67.46,86.5
28,7,Poblacion III,Benguet State University - La Trinidad,69.2,96.0
28,8,Poblacion III,Central Luzon State University,89.11,84.2
28,9,Poblacion III,Tarlac State University - Tarlac,78.8,68.4
28,10,Poblacion III,Pangasinan State University - Lingayen,41.58,67.7
28,11,Poblacion III,Pangasinan State University - Bayambang,47.99,58.4
28,12,Poblacion III,Saint Louis University - Baguio,64.9,87.7
28,13,Poblacion III,University of the Philippines - Baguio,45.6,55.6
28,14,Poblacion III,University of Pangasinan - PHINMA,24.63,41.5
28,15,Poblacion III,University of the Philippines - Diliman,199.39,166.5
28,16,Poblacion III,University of the Philippines - Manila,201.01,170.1
28,17,Poblacion III,Univeristy of the Philippines - Open University,198.82,165.1
28,18,Poblacion III,Polytechnic University of the Philippines - Manila,199.91,166.4
28,19,Poblacion III,Lyceum-Northwestern University,26.56,45.7
28,20,Poblacion III,Pangasinan Polytechnic College,41.84,68.0
29,1,Poblacion IV,University of Eastern Pangasinan,9.41,11.1
29,2,Poblacion IV,Urdaneta City University,18.78,18.9
29,3,Poblacion IV,Pangasinan State University - Urdaneta City,16.42,16.3
29,4,Poblacion IV,Pangasinan State University - Asingan,24.76,26.2
29,5,Poblacion IV,DMMMSU – South La Union Campus (SLUC),35.97,42.9
29,6,Poblacion IV,DMMMSU – Mid La Union Campus (MLUC),67.75,87.1
29,7,Poblacion IV,Benguet State University - La Trinidad,69.5,96.5
29,8,Poblacion IV,Central Luzon State University,88.96,84.5
29,9,Poblacion IV,Tarlac State University - Tarlac,78.65,68.7
29,10,Poblacion IV,Pangasinan State University - Lingayen,41.29,67.2
29,11,Poblacion IV,Pangasinan State University - Bayambang,47.84,58.7
29,12,Poblacion IV,Saint Louis University - Baguio,65.2,88.3
29,13,Poblacion IV,University of the Philippines - Baguio,45.89,56.1
29,14,Poblacion IV,University of Pangasinan - PHINMA,24.33,41.1
29,15,Poblacion IV,University of the Philippines - Diliman,199.24,166.9
29,16,Poblacion IV,University of the Philippines - Manila,200.86,170.5
29,17,Poblacion IV,Univeristy of the Philippines - Open University,198.66,165.4
29,18,Poblacion IV,Polytechnic University of the Philippines - Manila,199.76,166.8
29,19,Poblacion IV,Lyceum-Northwestern University,26.26,45.2
29,20,Poblacion IV,Pangasinan Polytechnic College,41.55,67.5
30,1,Rosario,University of Eastern Pangasinan,5.71,6.0
30,2,Rosario,Urdaneta City University,15.08,13.8
30,3,Rosario,Pangasinan State University - Urdaneta City,12.72,11.2
30,4,Rosario,Pangasinan State University - Asingan,21.06,21.1
30,5,Rosario,DMMMSU – South La Union Campus (SLUC),38.9,46.1
30,6,Rosario,DMMMSU – Mid La Union Campus (MLUC),70.68,90.3
30,7,Rosario,Benguet State University - La Trinidad,72.43,99.7
30,8,Rosario,Central Luzon State University,85.26,79.4
30,9,Rosario,Tarlac State University - Tarlac,74.95,63.6
30,10,Rosario,Pangasinan State University - Lingayen,55.49,64.2
30,11,Rosario,Pangasinan State University - Bayambang,44.14,53.6
30,12,Rosario,Saint Louis University - Baguio,68.13,91.5
30,13,Rosario,University of the Philippines - Baguio,48.82,59.4
30,14,Rosario,University of Pangasinan - PHINMA,41.81,43.2
30,15,Rosario,University of the Philippines - Diliman,195.54,161.7
30,16,Rosario,University of the Philippines - Manila,197.16,165.3
30,17,Rosario,Univeristy of the Philippines - Open University,194.97,160.3
30,18,Rosario,Polytechnic University of the Philippines - Manila,196.06,161.7
30,19,Rosario,Lyceum-Northwestern University,43.58,45.8
30,20,Rosario,Pangasinan Polytechnic College,55.75,64.5
31,1,Sugcong,University of Eastern Pangasinan,12.86,16.7
31,2,Sugcong,Urdaneta City University,22.23,24.6
31,3,Sugcong,Pangasinan State University - Urdaneta City,19.86,22.0
31,4,Sugcong,Pangasinan State University - Asingan,28.21,31.9
31,5,Sugcong,DMMMSU – South La Union Campus (SLUC),34.2,43.3
31,6,Sugcong,DMMMSU – Mid La Union Campus (MLUC),65.98,87.4
31,7,Sugcong,Benguet State University - La Trinidad,67.96,98.1
31,8,Sugcong,Central Luzon State University,92.41,90.2
31,9,Sugcong,Tarlac State University - Tarlac,82.1,74.4
31,10,Sugcong,Pangasinan State University - Lingayen,62.64,75.0
31,11,Sugcong,Pangasinan State University - Bayambang,51.29,64.4
31,12,Sugcong,Saint Louis University - Baguio,63.66,89.8
31,13,Sugcong,University of the Philippines - Baguio,44.13,56.5
31,14,Sugcong,University of Pangasinan - PHINMA,30.74,49.1
31,15,Sugcong,University of the Philippines - Diliman,202.69,172.5
31,16,Sugcong,University of the Philippines - Manila,204.31,176.1
31,17,Sugcong,Univeristy of the Philippines - Open University,202.11,171.0
31,18,Sugcong,Polytechnic University of the Philippines - Manila,203.21,172.4
31,19,Sugcong,Lyceum-Northwestern University,32.67,53.3
31,20,Sugcong,Pangasinan Polytechnic College,62.9,75.2
32,1,Talogtog,University of Eastern Pangasinan,10.74,13.5
32,2,Talogtog,Urdaneta City University,20.11,21.4
32,3,Talogtog,Pangasinan State University - Urdaneta City,17.75,18.8
32,4,Talogtog,Pangasinan State University - Asingan,26.1,28.6
32,5,Talogtog,DMMMSU – South La Union Campus (SLUC),36.93,45.2
32,6,Talogtog,DMMMSU – Mid La Union Campus (MLUC),68.72,89.3
32,7,Talogtog,Benguet State University - La Trinidad,70.46,98.8
32,8,Talogtog,Central Luzon State University,90.3,86.9
32,9,Talogtog,Tarlac State University - Tarlac,79.99,71.2
32,10,Talogtog,Pangasinan State University - Lingayen,39.95,64.8
32,11,Talogtog,Pangasinan State University - Bayambang,49.17,61.1
32,12,Talogtog,Saint Louis University - Baguio,66.16,90.5
32,13,Talogtog,University of the Philippines - Baguio,46.86,58.4
32,14,Talogtog,University of Pangasinan - PHINMA,23.0,38.6
32,15,Talogtog,University of the Philippines - Diliman,200.57,169.3
32,16,Talogtog,University of the Philippines - Manila,202.2,172.9
32,17,Talogtog,Univeristy of the Philippines - Open University,200.0,167.8
32,18,Talogtog,Polytechnic University of the Philippines - Manila,201.09,169.2
32,19,Talogtog,Lyceum-Northwestern University,24.93,42.8
32,20,Talogtog,Pangasinan Polytechnic College,40.21,65.0
33,1,Tulnac,University of Eastern Pangasinan,12.27,15.5
33,2,Tulnac,Urdaneta City University,21.64,23.3
33,3,Tulnac,Pangasinan State University - Urdaneta City,19.28,20.7
33,4,Tulnac,Pangasinan State University - Asingan,27.63,30.6
33,5,Tulnac,DMMMSU – South La Union Campus (SLUC),38.46,47.0
33,6,Tulnac,DMMMSU – Mid La Union Campus (MLUC),70.24,91.2
33,7,Tulnac,Benguet State University - La Trinidad,71.99,100.6
33,8,Tulnac,Central Luzon State University,91.83,88.9
33,9,Tulnac,Tarlac State University - Tarlac,81.52,73.1
33,10,Tulnac,Pangasinan State University - Lingayen,40.08,64.3
33,11,Tulnac,Pangasinan State University - Bayambang,50.7,63.1
33,12,Tulnac,Saint Louis University - Baguio,67.69,92.4
33,13,Tulnac,University of the Philippines - Baguio,48.38,60.2
33,14,Tulnac,University of Pangasinan - PHINMA,23.12,38.2
33,15,Tulnac,University of the Philippines - Diliman,202.1,171.2
33,16,Tulnac,University of the Philippines - Manila,203.73,174.8
33,17,Tulnac,Univeristy of the Philippines - Open University,201.53,169.8
33,18,Tulnac,Polytechnic University of the Philippines - Manila,202.62,171.1
33,19,Tulnac,Lyceum-Northwestern University,25.05,42.3
33,20,Tulnac,Pangasinan Polytechnic College,40.34,64.6
34,1,Villegas,University of Eastern Pangasinan,10.12,12.5
34,2,Villegas,Urdaneta City University,19.49,20.3
34,3,Villegas,Pangasinan State University - Urdaneta City,17.13,17.7
34,4,Villegas,Pangasinan State University - Asingan,25.48,27.6
34,5,Villegas,DMMMSU – South La Union Campus (SLUC),37.56,46.1
34,6,Villegas,DMMMSU – Mid La Union Campus (MLUC),69.34,90.3
34,7,Villegas,Benguet State University - La Trinidad,71.09,99.7
34,8,Villegas,Central Luzon State University,89.68,85.9
34,9,Villegas,Tarlac State University - Tarlac,79.37,70.1
34,10,Villegas,Pangasinan State University - Lingayen,59.9,70.7
34,11,Villegas,Pangasinan State University - Bayambang,48.55,60.1
34,12,Villegas,Saint Louis University - Baguio,66.79,91.5
34,13,Villegas,University of the Philippines - Baguio,47.48,59.3
34,14,Villegas,University of Pangasinan - PHINMA,27.76,46.3
34,15,Villegas,University of the Philippines - Diliman,199.95,168.2
34,16,Villegas,University of the Philippines - Manila,201.58,171.8
34,17,Villegas,Univeristy of the Philippines - Open University,199.38,166.8
34,18,Villegas,Polytechnic University of the Philippines - Manila,200.47,168.1
34,19,Villegas,Lyceum-Northwestern University,29.69,50.5
34,20,Villegas,Pangasinan Polytechnic College,60.17,70.9
